021-07-07 13:18:48,200 - DEBUG - Using function toMarkdown
2021-08-18 09:39:04,349 - DEBUG - Using function getAmount
2021-08-18 09:39:04,597 - DEBUG - Using function getType
2021-08-18 09:39:04,598 - DEBUG - Using function getCurrency
2021-08-18 09:39:27,876 - DEBUG - Using function parseText
2021-08-18 09:39:27,878 - DEBUG - Using function getCurrency
2021-08-18 09:39:27,879 - DEBUG - Using function getAmount
2021-08-18 09:39:27,879 - DEBUG - Using function getType
2021-08-18 09:39:27,880 - DEBUG - Using function getCurrency
2021-08-18 09:39:27,886 - DEBUG - Using function parseText
2021-08-18 09:39:27,887 - DEBUG - Using function getCurrency
2021-08-18 09:39:27,887 - DEBUG - Using function getAmount
2021-08-18 09:39:27,888 - DEBUG - Using function getType
2021-08-18 09:39:27,890 - DEBUG - Using function getCurrency
2021-08-18 09:39:27,905 - DEBUG - Using function parseText
2021-08-18 09:39:27,911 - DEBUG - Using function getCurrency
2021-08-18 09:39:27,911 - DEBUG - Using function getAmount
2021-08-18 09:39:28,151 - DEBUG - Using function getType
2021-08-18 09:39:28,152 - DEBUG - Using function getCurrency
2021-08-18 09:43:45,733 - DEBUG - Using function parseText
2021-08-18 09:43:45,734 - DEBUG - Using function getCurrency
2021-08-18 09:43:45,735 - DEBUG - Using function getAmount
2021-08-18 09:43:45,740 - DEBUG - Using function getType
2021-08-18 09:43:45,741 - DEBUG - Using function getCurrency
2021-08-18 09:43:45,747 - DEBUG - Using function parseText
2021-08-18 09:43:45,748 - DEBUG - Using function getCurrency
2021-08-18 09:43:45,749 - DEBUG - Using function getAmount
2021-08-18 09:43:45,749 - DEBUG - Using function getType
2021-08-18 09:43:45,750 - DEBUG - Using function getCurrency
2021-08-18 09:43:45,754 - DEBUG - Using function parseText
2021-08-18 09:43:45,755 - DEBUG - Using function getCurrency
2021-08-18 09:43:45,755 - DEBUG - Using function getAmount
2021-08-18 09:43:45,929 - DEBUG - Using function getType
2021-08-18 09:43:45,930 - DEBUG - Using function getCurrency
2021-08-18 09:55:16,213 - DEBUG - Using function checkCompletion
2021-08-18 09:55:16,215 - INFO - Missing: ['wbs']
2021-08-18 09:56:00,173 - DEBUG - Using function checkCompletion
2021-08-18 09:58:33,803 - DEBUG - Using function checkCompletion
2021-08-18 09:58:33,804 - DEBUG - Using function checkCompletion
2021-08-18 09:58:33,805 - INFO - Missing: ['receipt']
2021-08-18 10:54:14,154 - DEBUG - Using function checkCompletion
2021-08-18 10:54:14,156 - DEBUG - Using function checkCompletion
2021-08-18 10:54:14,157 - INFO - Missing: ['receipt']
2021-08-18 10:55:47,840 - DEBUG - Using function checkCompletion
2021-08-18 10:55:47,844 - DEBUG - Using function checkCompletion
2021-08-18 10:55:47,845 - INFO - Missing: ['receipt']
2021-08-18 10:55:47,848 - DEBUG - Using function parseText
2021-08-18 10:55:47,849 - DEBUG - Using function getCurrency
2021-08-18 10:55:47,849 - DEBUG - Using function getAmount
2021-08-18 10:55:47,850 - DEBUG - Using function getType
2021-08-18 10:55:47,850 - DEBUG - Using function getCurrency
2021-08-18 10:55:47,855 - DEBUG - Using function parseText
2021-08-18 10:55:47,855 - DEBUG - Using function getCurrency
2021-08-18 10:55:47,860 - DEBUG - Using function getAmount
2021-08-18 10:55:47,860 - DEBUG - Using function getType
2021-08-18 10:55:47,861 - DEBUG - Using function getCurrency
2021-08-18 10:55:47,863 - DEBUG - Using function parseText
2021-08-18 10:55:47,864 - DEBUG - Using function getCurrency
2021-08-18 10:55:47,864 - DEBUG - Using function getAmount
2021-08-18 10:55:48,079 - DEBUG - Using function getType
2021-08-18 10:55:48,080 - DEBUG - Using function getCurrency
2021-08-18 10:56:40,041 - DEBUG - Using function checkCompletion
2021-08-18 10:56:40,044 - DEBUG - Using function checkCompletion
2021-08-18 10:56:40,044 - INFO - Missing: ['receipt']
2021-08-18 10:56:40,048 - DEBUG - Using function parseText
2021-08-18 10:56:40,056 - DEBUG - Using function getCurrency
2021-08-18 10:56:40,056 - DEBUG - Using function getAmount
2021-08-18 10:56:40,056 - DEBUG - Using function getType
2021-08-18 10:56:40,056 - DEBUG - Using function getCurrency
2021-08-18 10:56:40,061 - DEBUG - Using function parseText
2021-08-18 10:56:40,062 - DEBUG - Using function getCurrency
2021-08-18 10:56:40,062 - DEBUG - Using function getAmount
2021-08-18 10:56:40,063 - DEBUG - Using function getType
2021-08-18 10:56:40,063 - DEBUG - Using function getCurrency
2021-08-18 10:56:40,067 - DEBUG - Using function parseText
2021-08-18 10:56:40,068 - DEBUG - Using function getCurrency
2021-08-18 10:56:40,068 - DEBUG - Using function getAmount
2021-08-18 10:56:40,252 - DEBUG - Using function getType
2021-08-18 10:56:40,253 - DEBUG - Using function getCurrency
2021-08-18 10:57:12,966 - DEBUG - Using function checkCompletion
2021-08-18 10:57:12,969 - DEBUG - Using function checkCompletion
2021-08-18 10:57:12,970 - INFO - Missing: ['receipt']
2021-08-18 10:57:12,974 - DEBUG - Using function parseText
2021-08-18 10:57:12,975 - DEBUG - Using function getCurrency
2021-08-18 10:57:12,975 - DEBUG - Using function getAmount
2021-08-18 10:57:12,975 - DEBUG - Using function getType
2021-08-18 10:57:12,976 - DEBUG - Using function getCurrency
2021-08-18 10:57:12,981 - DEBUG - Using function parseText
2021-08-18 10:57:12,981 - DEBUG - Using function getCurrency
2021-08-18 10:57:12,982 - DEBUG - Using function getAmount
2021-08-18 10:57:12,982 - DEBUG - Using function getType
2021-08-18 10:57:12,982 - DEBUG - Using function getCurrency
2021-08-18 10:57:12,985 - DEBUG - Using function parseText
2021-08-18 10:57:12,986 - DEBUG - Using function getCurrency
2021-08-18 10:57:12,987 - DEBUG - Using function getAmount
2021-08-18 10:57:13,188 - DEBUG - Using function getType
2021-08-18 10:57:13,189 - DEBUG - Using function getCurrency
2021-08-18 10:57:20,829 - DEBUG - Using function checkCompletion
2021-08-18 10:57:20,832 - DEBUG - Using function checkCompletion
2021-08-18 10:57:20,833 - INFO - Missing: ['receipt']
2021-08-18 10:57:20,842 - DEBUG - Using function parseText
2021-08-18 10:57:20,843 - DEBUG - Using function getCurrency
2021-08-18 10:57:20,844 - DEBUG - Using function getAmount
2021-08-18 10:57:20,844 - DEBUG - Using function getType
2021-08-18 10:57:20,844 - DEBUG - Using function getCurrency
2021-08-18 10:57:20,850 - DEBUG - Using function parseText
2021-08-18 10:57:20,851 - DEBUG - Using function getCurrency
2021-08-18 10:57:20,851 - DEBUG - Using function getAmount
2021-08-18 10:57:20,852 - DEBUG - Using function getType
2021-08-18 10:57:20,852 - DEBUG - Using function getCurrency
2021-08-18 10:57:20,856 - DEBUG - Using function parseText
2021-08-18 10:57:20,857 - DEBUG - Using function getCurrency
2021-08-18 10:57:20,857 - DEBUG - Using function getAmount
2021-08-18 10:57:21,102 - DEBUG - Using function getType
2021-08-18 10:57:21,103 - DEBUG - Using function getCurrency
2021-08-18 10:57:31,465 - DEBUG - Using function checkCompletion
2021-08-18 10:57:31,468 - DEBUG - Using function checkCompletion
2021-08-18 10:57:31,468 - INFO - Missing: ['receipt']
2021-08-18 10:57:31,471 - DEBUG - Using function parseText
2021-08-18 10:57:31,472 - DEBUG - Using function getCurrency
2021-08-18 10:57:31,473 - DEBUG - Using function getAmount
2021-08-18 10:57:31,473 - DEBUG - Using function getType
2021-08-18 10:57:31,474 - DEBUG - Using function getCurrency
2021-08-18 10:57:31,478 - DEBUG - Using function parseText
2021-08-18 10:57:31,479 - DEBUG - Using function getCurrency
2021-08-18 10:57:31,479 - DEBUG - Using function getAmount
2021-08-18 10:57:31,480 - DEBUG - Using function getType
2021-08-18 10:57:31,480 - DEBUG - Using function getCurrency
2021-08-18 10:57:31,483 - DEBUG - Using function parseText
2021-08-18 10:57:31,484 - DEBUG - Using function getCurrency
2021-08-18 10:57:31,484 - DEBUG - Using function getAmount
2021-08-18 10:57:31,690 - DEBUG - Using function getType
2021-08-18 10:57:31,691 - DEBUG - Using function getCurrency
2021-08-18 12:28:29,863 - DEBUG - Using function checkCompletion
2021-08-18 12:28:29,867 - DEBUG - Using function checkCompletion
2021-08-18 12:28:29,867 - INFO - Missing: ['receipt']
2021-08-18 12:28:29,871 - DEBUG - Using function checkCompletion
2021-08-18 12:28:29,919 - DEBUG - Using function parseText
2021-08-18 12:28:29,921 - DEBUG - Using function getCurrency
2021-08-18 12:28:29,922 - DEBUG - Using function getAmount
2021-08-18 12:28:29,922 - DEBUG - Using function getType
2021-08-18 12:28:29,923 - DEBUG - Using function getCurrency
2021-08-18 12:28:29,929 - DEBUG - Using function parseText
2021-08-18 12:28:29,929 - DEBUG - Using function getCurrency
2021-08-18 12:28:29,930 - DEBUG - Using function getAmount
2021-08-18 12:28:29,930 - DEBUG - Using function getType
2021-08-18 12:28:29,931 - DEBUG - Using function getCurrency
2021-08-18 12:28:29,936 - DEBUG - Using function parseText
2021-08-18 12:28:29,937 - DEBUG - Using function getCurrency
2021-08-18 12:28:29,937 - DEBUG - Using function getAmount
2021-08-18 12:28:30,167 - DEBUG - Using function getType
2021-08-18 12:28:30,168 - DEBUG - Using function getCurrency
2021-08-18 12:33:32,921 - DEBUG - Using function checkCompletion
2021-08-18 12:33:32,924 - DEBUG - Using function checkCompletion
2021-08-18 12:33:32,925 - INFO - Missing: ['receipt']
2021-08-18 12:33:32,928 - DEBUG - Using function checkCompletion
2021-08-18 12:33:32,977 - DEBUG - Using function parseText
2021-08-18 12:33:32,978 - DEBUG - Using function getCurrency
2021-08-18 12:33:32,979 - DEBUG - Using function getAmount
2021-08-18 12:33:32,979 - DEBUG - Using function getType
2021-08-18 12:33:32,980 - DEBUG - Using function getCurrency
2021-08-18 12:33:32,990 - DEBUG - Using function parseText
2021-08-18 12:33:32,991 - DEBUG - Using function getCurrency
2021-08-18 12:33:32,991 - DEBUG - Using function getAmount
2021-08-18 12:33:32,992 - DEBUG - Using function getType
2021-08-18 12:33:32,993 - DEBUG - Using function getCurrency
2021-08-18 12:33:33,001 - DEBUG - Using function parseText
2021-08-18 12:33:33,002 - DEBUG - Using function getCurrency
2021-08-18 12:33:33,003 - DEBUG - Using function getAmount
2021-08-18 12:33:33,189 - DEBUG - Using function getType
2021-08-18 12:33:33,190 - DEBUG - Using function getCurrency
2021-08-18 13:03:44,110 - DEBUG - Using function checkCompletion
2021-08-18 13:03:44,113 - DEBUG - Using function checkCompletion
2021-08-18 13:03:44,115 - DEBUG - Using function checkCompletion
2021-08-18 13:05:00,357 - DEBUG - Using function checkCompletion
2021-08-18 13:05:00,362 - DEBUG - Using function checkCompletion
2021-08-18 13:05:00,366 - DEBUG - Using function checkCompletion
2021-08-18 13:05:00,371 - DEBUG - Using function parseText
2021-08-18 13:05:00,372 - DEBUG - Using function getCurrency
2021-08-18 13:05:00,373 - DEBUG - Using function getAmount
2021-08-18 13:05:00,374 - DEBUG - Using function getType
2021-08-18 13:05:00,375 - DEBUG - Using function getCurrency
2021-08-18 13:05:00,382 - DEBUG - Using function parseText
2021-08-18 13:05:00,383 - DEBUG - Using function getCurrency
2021-08-18 13:05:00,384 - DEBUG - Using function getAmount
2021-08-18 13:05:00,385 - DEBUG - Using function getType
2021-08-18 13:05:00,385 - DEBUG - Using function getCurrency
2021-08-18 13:05:00,390 - DEBUG - Using function parseText
2021-08-18 13:05:00,391 - DEBUG - Using function getCurrency
2021-08-18 13:05:00,391 - DEBUG - Using function getAmount
2021-08-18 13:05:00,584 - DEBUG - Using function getType
2021-08-18 13:05:00,585 - DEBUG - Using function getCurrency
2021-08-18 13:05:09,911 - DEBUG - Using function checkCompletion
2021-08-18 13:05:09,914 - DEBUG - Using function checkCompletion
2021-08-18 13:05:09,917 - DEBUG - Using function checkCompletion
2021-08-18 13:05:09,920 - DEBUG - Using function parseText
2021-08-18 13:05:09,921 - DEBUG - Using function getCurrency
2021-08-18 13:05:09,922 - DEBUG - Using function getAmount
2021-08-18 13:05:09,922 - DEBUG - Using function getType
2021-08-18 13:05:09,923 - DEBUG - Using function getCurrency
2021-08-18 13:05:09,928 - DEBUG - Using function parseText
2021-08-18 13:05:09,929 - DEBUG - Using function getCurrency
2021-08-18 13:05:09,929 - DEBUG - Using function getAmount
2021-08-18 13:05:09,930 - DEBUG - Using function getType
2021-08-18 13:05:09,930 - DEBUG - Using function getCurrency
2021-08-18 13:05:09,934 - DEBUG - Using function parseText
2021-08-18 13:05:09,935 - DEBUG - Using function getCurrency
2021-08-18 13:05:09,935 - DEBUG - Using function getAmount
2021-08-18 13:05:10,115 - DEBUG - Using function getType
2021-08-18 13:05:10,116 - DEBUG - Using function getCurrency
2021-08-18 14:34:45,279 - DEBUG - Using function getAmount
2021-08-18 14:36:22,845 - DEBUG - Using function getType
2021-08-18 14:40:57,705 - DEBUG - Using function getAmount
2021-08-18 14:40:57,708 - DEBUG - Using function getAmount
2021-08-18 14:40:57,710 - DEBUG - Using function getAmount
2021-08-18 14:45:09,379 - DEBUG - Using function getAmount
2021-08-18 14:45:09,382 - DEBUG - Using function getAmount
2021-08-18 14:45:09,384 - DEBUG - Using function getAmount
2021-08-18 14:45:55,385 - DEBUG - Using function checkCompletion
2021-08-18 14:45:55,388 - DEBUG - Using function checkCompletion
2021-08-18 14:45:55,391 - DEBUG - Using function checkCompletion
2021-08-18 14:45:55,395 - DEBUG - Using function parseText
2021-08-18 14:45:55,396 - DEBUG - Using function getCurrency
2021-08-18 14:45:55,396 - DEBUG - Using function getAmount
2021-08-18 14:45:55,397 - DEBUG - Using function getType
2021-08-18 14:45:55,397 - DEBUG - Using function getCurrency
2021-08-18 14:45:55,402 - DEBUG - Using function parseText
2021-08-18 14:45:55,403 - DEBUG - Using function getCurrency
2021-08-18 14:45:55,403 - DEBUG - Using function getAmount
2021-08-18 14:45:55,404 - DEBUG - Using function getType
2021-08-18 14:45:55,404 - DEBUG - Using function getCurrency
2021-08-18 14:45:55,407 - DEBUG - Using function parseText
2021-08-18 14:45:55,408 - DEBUG - Using function getCurrency
2021-08-18 14:45:55,408 - DEBUG - Using function getAmount
2021-08-18 14:45:56,539 - DEBUG - Using function getType
2021-08-18 14:45:56,540 - DEBUG - Using function getCurrency
2021-08-18 14:45:56,549 - DEBUG - Using function getAmount
2021-08-18 14:45:56,553 - DEBUG - Using function getAmount
2021-08-18 14:45:56,556 - DEBUG - Using function getAmount
2021-08-18 14:45:56,559 - DEBUG - Using function getType
2021-08-18 14:46:04,503 - DEBUG - Using function checkCompletion
2021-08-18 14:46:04,505 - DEBUG - Using function checkCompletion
2021-08-18 14:46:04,508 - DEBUG - Using function checkCompletion
2021-08-18 14:46:04,510 - DEBUG - Using function parseText
2021-08-18 14:46:04,511 - DEBUG - Using function getCurrency
2021-08-18 14:46:04,512 - DEBUG - Using function getAmount
2021-08-18 14:46:04,514 - DEBUG - Using function getType
2021-08-18 14:46:04,515 - DEBUG - Using function getCurrency
2021-08-18 14:46:04,520 - DEBUG - Using function parseText
2021-08-18 14:46:04,521 - DEBUG - Using function getCurrency
2021-08-18 14:46:04,521 - DEBUG - Using function getAmount
2021-08-18 14:46:04,521 - DEBUG - Using function getType
2021-08-18 14:46:04,522 - DEBUG - Using function getCurrency
2021-08-18 14:46:04,525 - DEBUG - Using function parseText
2021-08-18 14:46:04,526 - DEBUG - Using function getCurrency
2021-08-18 14:46:04,527 - DEBUG - Using function getAmount
2021-08-18 14:46:04,719 - DEBUG - Using function getType
2021-08-18 14:46:04,720 - DEBUG - Using function getCurrency
2021-08-18 14:46:04,726 - DEBUG - Using function getAmount
2021-08-18 14:46:04,728 - DEBUG - Using function getAmount
2021-08-18 14:46:04,730 - DEBUG - Using function getAmount
2021-08-18 14:46:04,733 - DEBUG - Using function getType
2021-08-18 15:04:23,041 - DEBUG - Using function checkCompletion
2021-08-18 15:04:23,044 - DEBUG - Using function checkCompletion
2021-08-18 15:04:23,047 - DEBUG - Using function checkCompletion
2021-08-18 15:04:23,051 - DEBUG - Using function parseText
2021-08-18 15:04:23,052 - DEBUG - Using function getCurrency
2021-08-18 15:04:23,053 - DEBUG - Using function getAmount
2021-08-18 15:04:23,053 - DEBUG - Using function getType
2021-08-18 15:04:23,054 - DEBUG - Using function getCurrency
2021-08-18 15:04:23,060 - DEBUG - Using function parseText
2021-08-18 15:04:23,060 - DEBUG - Using function getCurrency
2021-08-18 15:04:23,061 - DEBUG - Using function getAmount
2021-08-18 15:04:23,061 - DEBUG - Using function getType
2021-08-18 15:04:23,062 - DEBUG - Using function getCurrency
2021-08-18 15:04:23,066 - DEBUG - Using function parseText
2021-08-18 15:04:23,066 - DEBUG - Using function getCurrency
2021-08-18 15:04:23,067 - DEBUG - Using function getAmount
2021-08-18 15:04:23,285 - DEBUG - Using function getType
2021-08-18 15:04:23,286 - DEBUG - Using function getCurrency
2021-08-18 15:04:23,293 - DEBUG - Using function getAmount
2021-08-18 15:04:23,297 - DEBUG - Using function getAmount
2021-08-18 15:04:23,300 - DEBUG - Using function getAmount
2021-08-18 15:04:23,303 - DEBUG - Using function getType
2021-08-18 15:44:26,867 - DEBUG - Using function checkCompletion
2021-08-18 15:44:26,869 - DEBUG - Using function checkCompletion
2021-08-18 15:44:26,870 - DEBUG - Using function checkCompletion
2021-08-18 15:44:26,872 - DEBUG - Using function parseText
2021-08-18 15:44:26,872 - DEBUG - Using function getCurrency
2021-08-18 15:44:26,872 - DEBUG - Using function getAmount
2021-08-18 15:44:26,872 - DEBUG - Using function getType
2021-08-18 15:44:26,872 - DEBUG - Using function getCurrency
